"OrderID","CustomerID","EmployeeID","OrderDate","RequiredDate","ShippedDate","ShipVia","Freight","ShipName","ShipAddress","ShipCity","ShipRegion","ShipPostalCode","ShipCountry"
10325,"KOENE",1,10/9/1996 0:00:00,10/23/1996 0:00:00,10/14/1996 0:00:00,3,$64.86,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10337,"FRANK",4,10/24/1996 0:00:00,11/21/1996 0:00:00,10/29/1996 0:00:00,3,$108.26,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10342,"FRANK",4,10/30/1996 0:00:00,11/13/1996 0:00:00,11/4/1996 0:00:00,2,$54.83,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10343,"LEHMS",4,10/31/1996 0:00:00,11/28/1996 0:00:00,11/6/1996 0:00:00,1,$110.37,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Germany"
10345,"QUICK",2,11/4/1996 0:00:00,12/2/1996 0:00:00,11/11/1996 0:00:00,2,$249.06,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10348,"WANDK",4,11/7/1996 0:00:00,12/5/1996 0:00:00,11/15/1996 0:00:00,2,$0.78,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10356,"WANDK",6,11/18/1996 0:00:00,12/16/1996 0:00:00,11/27/1996 0:00:00,2,$36.71,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10361,"QUICK",1,11/22/1996 0:00:00,12/20/1996 0:00:00,12/3/1996 0:00:00,2,$183.17,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10363,"DRACD",4,11/26/1996 0:00:00,12/24/1996 0:00:00,12/4/1996 0:00:00,3,$30.54,"Drachenblut Delikatessen","Walserweg 21","Aachen",,"52066","Germany"
10391,"DRACD",3,12/23/1996 0:00:00,1/20/1997 0:00:00,12/31/1996 0:00:00,3,$5.45,"Drachenblut Delikatessen","Walserweg 21","Aachen",,"52066","Germany"
10396,"FRANK",1,12/27/1996 0:00:00,1/10/1997 0:00:00,1/6/1997 0:00:00,3,$135.35,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10407,"OTTIK",2,1/7/1997 0:00:00,2/4/1997 0:00:00,1/30/1997 0:00:00,2,$91.48,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
10418,"QUICK",4,1/17/1997 0:00:00,2/14/1997 0:00:00,1/24/1997 0:00:00,1,$17.55,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10438,"TOMSP",3,2/6/1997 0:00:00,3/6/1997 0:00:00,2/14/1997 0:00:00,2,$8.24,"Toms Spezialitäten","Luisenstr. 48","Münster",,"44087","Germany"
10446,"TOMSP",6,2/14/1997 0:00:00,3/14/1997 0:00:00,2/19/1997 0:00:00,1,$14.68,"Toms Spezialitäten","Luisenstr. 48","Münster",,"44087","Germany"
10451,"QUICK",4,2/19/1997 0:00:00,3/5/1997 0:00:00,3/12/1997 0:00:00,3,$189.09,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10456,"KOENE",8,2/25/1997 0:00:00,4/8/1997 0:00:00,2/28/1997 0:00:00,2,$8.12,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10457,"KOENE",2,2/25/1997 0:00:00,3/25/1997 0:00:00,3/3/1997 0:00:00,1,$11.57,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10468,"KOENE",3,3/7/1997 0:00:00,4/4/1997 0:00:00,3/12/1997 0:00:00,3,$44.12,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10488,"FRANK",8,3/27/1997 0:00:00,4/24/1997 0:00:00,4/2/1997 0:00:00,2,$4.93,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10497,"LEHMS",7,4/4/1997 0:00:00,5/2/1997 0:00:00,4/7/1997 0:00:00,1,$36.21,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Germany"
10501,"BLAUS",9,4/9/1997 0:00:00,5/7/1997 0:00:00,4/16/1997 0:00:00,3,$8.85,"Blauer See Delikatessen","Forsterstr. 57","Mannheim",,"68306","Germany"
10506,"KOENE",9,4/15/1997 0:00:00,5/13/1997 0:00:00,5/2/1997 0:00:00,2,$21.19,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10508,"OTTIK",1,4/16/1997 0:00:00,5/14/1997 0:00:00,5/13/1997 0:00:00,2,$4.99,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
10509,"BLAUS",4,4/17/1997 0:00:00,5/15/1997 0:00:00,4/29/1997 0:00:00,1,$0.15,"Blauer See Delikatessen","Forsterstr. 57","Mannheim",,"68306","Germany"
10513,"WANDK",7,4/22/1997 0:00:00,6/3/1997 0:00:00,4/28/1997 0:00:00,1,$105.65,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10515,"QUICK",2,4/23/1997 0:00:00,5/7/1997 0:00:00,5/23/1997 0:00:00,1,$204.47,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10522,"LEHMS",4,4/30/1997 0:00:00,5/28/1997 0:00:00,5/6/1997 0:00:00,1,$45.33,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Germany"
10527,"QUICK",7,5/5/1997 0:00:00,6/2/1997 0:00:00,5/7/1997 0:00:00,1,$41.90,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10534,"LEHMS",8,5/12/1997 0:00:00,6/9/1997 0:00:00,5/14/1997 0:00:00,2,$27.94,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Germany"
10536,"LEHMS",3,5/14/1997 0:00:00,6/11/1997 0:00:00,6/6/1997 0:00:00,2,$58.88,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Germany"
10540,"QUICK",3,5/19/1997 0:00:00,6/16/1997 0:00:00,6/13/1997 0:00:00,3,$1007.64,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10542,"KOENE",1,5/20/1997 0:00:00,6/17/1997 0:00:00,5/26/1997 0:00:00,3,$10.95,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10548,"TOMSP",3,5/26/1997 0:00:00,6/23/1997 0:00:00,6/2/1997 0:00:00,2,$1.43,"Toms Spezialitäten","Luisenstr. 48","Münster",,"44087","Germany"
10549,"QUICK",5,5/27/1997 0:00:00,6/10/1997 0:00:00,5/30/1997 0:00:00,1,$171.24,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10554,"OTTIK",4,5/30/1997 0:00:00,6/27/1997 0:00:00,6/5/1997 0:00:00,3,$120.97,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
10557,"LEHMS",9,6/3/1997 0:00:00,6/17/1997 0:00:00,6/6/1997 0:00:00,2,$96.72,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Germany"
10560,"FRANK",8,6/6/1997 0:00:00,7/4/1997 0:00:00,6/9/1997 0:00:00,1,$36.65,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10575,"MORGK",5,6/20/1997 0:00:00,7/4/1997 0:00:00,6/30/1997 0:00:00,1,$127.34,"Morgenstern Gesundkost","Heerstr. 22","Leipzig",,"04179","Germany"
10580,"OTTIK",4,6/26/1997 0:00:00,7/24/1997 0:00:00,7/1/1997 0:00:00,3,$75.89,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
10582,"BLAUS",3,6/27/1997 0:00:00,7/25/1997 0:00:00,7/14/1997 0:00:00,2,$27.71,"Blauer See Delikatessen","Forsterstr. 57","Mannheim",,"68306","Germany"
10588,"QUICK",2,7/3/1997 0:00:00,7/31/1997 0:00:00,7/10/1997 0:00:00,3,$194.67,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10592,"LEHMS",3,7/8/1997 0:00:00,8/5/1997 0:00:00,7/16/1997 0:00:00,1,$32.10,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Germany"
10593,"LEHMS",7,7/9/1997 0:00:00,8/6/1997 0:00:00,8/13/1997 0:00:00,2,$174.20,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Germany"
10608,"TOMSP",4,7/23/1997 0:00:00,8/20/1997 0:00:00,8/1/1997 0:00:00,2,$27.79,"Toms Spezialitäten","Luisenstr. 48","Münster",,"44087","Germany"
10614,"BLAUS",8,7/29/1997 0:00:00,8/26/1997 0:00:00,8/1/1997 0:00:00,3,$1.93,"Blauer See Delikatessen","Forsterstr. 57","Mannheim",,"68306","Germany"
10623,"FRANK",8,8/7/1997 0:00:00,9/4/1997 0:00:00,8/12/1997 0:00:00,2,$97.18,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10630,"KOENE",1,8/13/1997 0:00:00,9/10/1997 0:00:00,8/19/1997 0:00:00,2,$32.35,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10632,"WANDK",8,8/14/1997 0:00:00,9/11/1997 0:00:00,8/19/1997 0:00:00,1,$41.38,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10640,"WANDK",4,8/21/1997 0:00:00,9/18/1997 0:00:00,8/28/1997 0:00:00,1,$23.55,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10643,"ALFKI",6,8/25/1997 0:00:00,9/22/1997 0:00:00,9/2/1997 0:00:00,1,$29.46,"Alfreds Futterkiste","Obere Str. 57","Berlin",,"12209","Germany"
10651,"WANDK",8,9/1/1997 0:00:00,9/29/1997 0:00:00,9/11/1997 0:00:00,2,$20.60,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10653,"FRANK",1,9/2/1997 0:00:00,9/30/1997 0:00:00,9/19/1997 0:00:00,1,$93.25,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10658,"QUICK",4,9/5/1997 0:00:00,10/3/1997 0:00:00,9/8/1997 0:00:00,1,$364.15,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10668,"WANDK",1,9/15/1997 0:00:00,10/13/1997 0:00:00,9/23/1997 0:00:00,2,$47.22,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
10670,"FRANK",4,9/16/1997 0:00:00,10/14/1997 0:00:00,9/18/1997 0:00:00,1,$203.48,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10675,"FRANK",5,9/19/1997 0:00:00,10/17/1997 0:00:00,9/23/1997 0:00:00,2,$31.85,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10684,"OTTIK",3,9/26/1997 0:00:00,10/24/1997 0:00:00,9/30/1997 0:00:00,1,$145.63,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
10691,"QUICK",2,10/3/1997 0:00:00,11/14/1997 0:00:00,10/22/1997 0:00:00,2,$810.05,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10692,"ALFKI",4,10/3/1997 0:00:00,10/31/1997 0:00:00,10/13/1997 0:00:00,2,$61.02,"Alfreds Futterkiste","Obere Str. 57","Berlin",,"12209","Germany"
10694,"QUICK",8,10/6/1997 0:00:00,11/3/1997 0:00:00,10/9/1997 0:00:00,3,$398.36,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10699,"MORGK",3,10/9/1997 0:00:00,11/6/1997 0:00:00,10/13/1997 0:00:00,3,$0.58,"Morgenstern Gesundkost","Heerstr. 22","Leipzig",,"04179","Germany"
10702,"ALFKI",4,10/13/1997 0:00:00,11/24/1997 0:00:00,10/21/1997 0:00:00,1,$23.94,"Alfreds Futterkiste","Obere Str. 57","Berlin",,"12209","Germany"
10717,"FRANK",1,10/24/1997 0:00:00,11/21/1997 0:00:00,10/29/1997 0:00:00,2,$59.25,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10718,"KOENE",1,10/27/1997 0:00:00,11/24/1997 0:00:00,10/29/1997 0:00:00,3,$170.88,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10721,"QUICK",5,10/29/1997 0:00:00,11/26/1997 0:00:00,10/31/1997 0:00:00,3,$48.92,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10745,"QUICK",9,11/18/1997 0:00:00,12/16/1997 0:00:00,11/27/1997 0:00:00,1,$3.52,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10765,"QUICK",3,12/4/1997 0:00:00,1/1/1998 0:00:00,12/9/1997 0:00:00,3,$42.74,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10766,"OTTIK",4,12/5/1997 0:00:00,1/2/1998 0:00:00,12/9/1997 0:00:00,1,$157.55,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
10772,"LEHMS",3,12/10/1997 0:00:00,1/7/1998 0:00:00,12/19/1997 0:00:00,2,$91.28,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Germany"
10779,"MORGK",3,12/16/1997 0:00:00,1/13/1998 0:00:00,1/14/1998 0:00:00,2,$58.13,"Morgenstern Gesundkost","Heerstr. 22","Leipzig",,"04179","Germany"
10788,"QUICK",1,12/22/1997 0:00:00,1/19/1998 0:00:00,1/19/1998 0:00:00,2,$42.70,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10791,"FRANK",6,12/23/1997 0:00:00,1/20/1998 0:00:00,1/1/1998 0:00:00,2,$16.85,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10797,"DRACD",7,12/25/1997 0:00:00,1/22/1998 0:00:00,1/5/1998 0:00:00,2,$33.35,"Drachenblut Delikatessen","Walserweg 21","Aachen",,"52066","Germany"
10799,"KOENE",9,12/26/1997 0:00:00,2/6/1998 0:00:00,1/5/1998 0:00:00,3,$30.76,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10817,"KOENE",3,1/6/1998 0:00:00,1/20/1998 0:00:00,1/13/1998 0:00:00,2,$306.07,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10825,"DRACD",1,1/9/1998 0:00:00,2/6/1998 0:00:00,1/14/1998 0:00:00,1,$79.25,"Drachenblut Delikatessen","Walserweg 21","Aachen",,"52066","Germany"
10833,"OTTIK",6,1/15/1998 0:00:00,2/12/1998 0:00:00,1/23/1998 0:00:00,2,$71.49,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
10835,"ALFKI",1,1/15/1998 0:00:00,2/12/1998 0:00:00,1/21/1998 0:00:00,3,$69.53,"Alfreds Futterkiste","Obere Str. 57","Berlin",,"12209","Germany"
10845,"QUICK",8,1/21/1998 0:00:00,2/4/1998 0:00:00,1/30/1998 0:00:00,1,$212.98,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10849,"KOENE",9,1/23/1998 0:00:00,2/20/1998 0:00:00,1/30/1998 0:00:00,2,$0.56,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10853,"BLAUS",9,1/27/1998 0:00:00,2/24/1998 0:00:00,2/3/1998 0:00:00,2,$53.83,"Blauer See Delikatessen","Forsterstr. 57","Mannheim",,"68306","Germany"
10859,"FRANK",1,1/29/1998 0:00:00,2/26/1998 0:00:00,2/2/1998 0:00:00,2,$76.10,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10862,"LEHMS",8,1/30/1998 0:00:00,3/13/1998 0:00:00,2/2/1998 0:00:00,2,$53.23,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Germany"
10865,"QUICK",2,2/2/1998 0:00:00,2/16/1998 0:00:00,2/12/1998 0:00:00,1,$348.14,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10878,"QUICK",4,2/10/1998 0:00:00,3/10/1998 0:00:00,2/12/1998 0:00:00,1,$46.69,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10891,"LEHMS",7,2/17/1998 0:00:00,3/17/1998 0:00:00,2/19/1998 0:00:00,2,$20.37,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Germany"
10893,"KOENE",9,2/18/1998 0:00:00,3/18/1998 0:00:00,2/20/1998 0:00:00,2,$77.78,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
10929,"FRANK",6,3/5/1998 0:00:00,4/2/1998 0:00:00,3/12/1998 0:00:00,1,$33.93,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
10934,"LEHMS",3,3/9/1998 0:00:00,4/6/1998 0:00:00,3/12/1998 0:00:00,3,$32.01,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Germany"
10938,"QUICK",3,3/10/1998 0:00:00,4/7/1998 0:00:00,3/16/1998 0:00:00,2,$31.89,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10945,"MORGK",4,3/12/1998 0:00:00,4/9/1998 0:00:00,3/18/1998 0:00:00,1,$10.22,"Morgenstern Gesundkost","Heerstr. 22","Leipzig",,"04179","Germany"
10952,"ALFKI",1,3/16/1998 0:00:00,4/27/1998 0:00:00,3/24/1998 0:00:00,1,$40.42,"Alfreds Futterkiste","Obere Str. 57","Berlin",,"12209","Germany"
10956,"BLAUS",6,3/17/1998 0:00:00,4/28/1998 0:00:00,3/20/1998 0:00:00,2,$44.65,"Blauer See Delikatessen","Forsterstr. 57","Mannheim",,"68306","Germany"
10962,"QUICK",8,3/19/1998 0:00:00,4/16/1998 0:00:00,3/23/1998 0:00:00,2,$275.79,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10967,"TOMSP",2,3/23/1998 0:00:00,4/20/1998 0:00:00,4/2/1998 0:00:00,2,$62.22,"Toms Spezialitäten","Luisenstr. 48","Münster",,"44087","Germany"
10991,"QUICK",1,4/1/1998 0:00:00,4/29/1998 0:00:00,4/7/1998 0:00:00,1,$38.51,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10996,"QUICK",4,4/2/1998 0:00:00,4/30/1998 0:00:00,4/10/1998 0:00:00,2,$1.12,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
10999,"OTTIK",6,4/3/1998 0:00:00,5/1/1998 0:00:00,4/10/1998 0:00:00,2,$96.35,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
11011,"ALFKI",3,4/9/1998 0:00:00,5/7/1998 0:00:00,4/13/1998 0:00:00,1,$1.21,"Alfreds Futterkiste","Obere Str. 57","Berlin",,"12209","Germany"
11012,"FRANK",1,4/9/1998 0:00:00,4/23/1998 0:00:00,4/17/1998 0:00:00,3,$242.95,"Frankenversand","Berliner Platz 43","München",,"80805","Germany"
11020,"OTTIK",2,4/14/1998 0:00:00,5/12/1998 0:00:00,4/16/1998 0:00:00,2,$43.30,"Ottilies Käseladen","Mehrheimerstr. 369","Köln",,"50739","Germany"
11021,"QUICK",3,4/14/1998 0:00:00,5/12/1998 0:00:00,4/21/1998 0:00:00,1,$297.18,"QUICK-Stop","Taucherstraße 10","Cunewalde",,"01307","Germany"
11028,"KOENE",2,4/16/1998 0:00:00,5/14/1998 0:00:00,4/22/1998 0:00:00,1,$29.59,"Königlich Essen","Maubelstr. 90","Brandenburg",,"14776","Germany"
11036,"DRACD",8,4/20/1998 0:00:00,5/18/1998 0:00:00,4/22/1998 0:00:00,3,$149.47,"Drachenblut Delikatessen","Walserweg 21","Aachen",,"52066","Germany"
11046,"WANDK",8,4/23/1998 0:00:00,5/21/1998 0:00:00,4/24/1998 0:00:00,2,$71.64,"Die Wandernde Kuh","Adenauerallee 900","Stuttgart",,"70563","Germany"
11058,"BLAUS",9,4/29/1998 0:00:00,5/27/1998 0:00:00,,3,$31.14,"Blauer See Delikatessen","Forsterstr. 57","Mannheim",,"68306","Germany"
11067,"DRACD",1,5/4/1998 0:00:00,5/18/1998 0:00:00,5/6/1998 0:00:00,2,$7.98,"Drachenblut Delikatessen","Walserweg 21","Aachen",,"52066","Germany"
11070,"LEHMS",2,5/5/1998 0:00:00,6/2/1998 0:00:00,,1,$136.00,"Lehmanns Marktstand","Magazinweg 7","Frankfurt a.M. ",,"60528","Germany"
